date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:42:40	13577/13577	---M--	200	added ('OK')	text/javascript	etag:%223509-5fdabee66f2c7%22	https://liberatoryai.datainfrastructures.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=166166341	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-includes/js/jquery/jquery-migrate.minfeb8.js	(from https://liberatoryai.datainfrastructures.org/)
10:42:42	2215/2215	---MC-	200	added ('OK')	application/json	date:Sun,%2008%20Feb%202026%2015:42:41%20GMT	https://liberatoryai.datainfrastructures.org/wp-json/wp/v2/pages/20	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-json/wp/v2/pages/20.json	(from https://liberatoryai.datainfrastructures.org/)
10:42:42	232203/232203	---MC-	200	added ('OK')	application/json	date:Sun,%2008%20Feb%202026%2015:42:42%20GMT	https://liberatoryai.datainfrastructures.org/wp-json/	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-json/index.html	(from https://liberatoryai.datainfrastructures.org/)
10:42:42	930/930	---M--	200	added ('OK')	text/xml	date:Sun,%2008%20Feb%202026%2015:42:42%20GMT	https://liberatoryai.datainfrastructures.org/xmlrpc.php?rsd	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/xmlrpc0db0.php	(from https://liberatoryai.datainfrastructures.org/)
10:42:43	41194/41194	---M--	200	added ('OK')	text/javascript	etag:%22a0ea-649f3b5e3e973%22	https://liberatoryai.datainfrastructures.org/wp-includes/js/dist/script-modules/interactivity/index.min.js?ver=66c613f68580994bb00a	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-includes/js/dist/script-modules/interactivity/index.min9db3.js	(from https://liberatoryai.datainfrastructures.org/)
10:42:44	53600/53600	---M--	200	added ('OK')	font/woff2	etag:%22d160-62f9aac140a9f%22	https://liberatoryai.datainfrastructures.org/wp-content/themes/twentytwentyfive/assets/fonts/manrope/Manrope-VariableFont_wght.woff2	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-content/themes/twentytwentyfive/assets/fonts/manrope/Manrope-VariableFont_wght.woff2	(from https://liberatoryai.datainfrastructures.org/)
10:42:46	106112/106112	---M--	200	added ('OK')	font/woff2	etag:%2219e80-62f9aac13bc7f%22	https://liberatoryai.datainfrastructures.org/wp-content/themes/twentytwentyfive/assets/fonts/fira-code/FiraCode-VariableFont_wght.woff2	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-content/themes/twentytwentyfive/assets/fonts/fira-code/FiraCode-VariableFont_wght.woff2	(from https://liberatoryai.datainfrastructures.org/)
10:42:47	196698/196698	---M--	200	added ('OK')	image/png	etag:%223005a-633e0e0aafcb6%22	https://liberatoryai.datainfrastructures.org/wp-content/uploads/2025/04/250427LinAI__corporateAI6-1024x1024.png	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-content/uploads/2025/04/250427LinAI__corporateAI6-1024x1024.png	(from https://liberatoryai.datainfrastructures.org/)
10:42:47	91199/91199	---MCZ	200	added ('OK')	text/html	date:Sun,%2008%20Feb%202026%2015:42:47%20GMT	https://liberatoryai.datainfrastructures.org/category/corporate-ai-landscape/	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/category/corporate-ai-landscape/index.html	(from https://liberatoryai.datainfrastructures.org/)
10:42:47	65721/65721	---MCZ	200	added ('OK')	text/html	date:Sun,%2008%20Feb%202026%2015:42:47%20GMT	https://liberatoryai.datainfrastructures.org/category/dead-ends/	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/category/dead-ends/index.html	(from https://liberatoryai.datainfrastructures.org/)
10:42:49	186313/186313	---M--	200	added ('OK')	image/png	etag:%222d7c9-633e11d18b57a%22	https://liberatoryai.datainfrastructures.org/wp-content/uploads/2025/04/250427LinAI__waysForward5-1024x1024.png	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-content/uploads/2025/04/250427LinAI__waysForward5-1024x1024.png	(from https://liberatoryai.datainfrastructures.org/)
10:42:49	86141/86141	---MCZ	200	added ('OK')	text/html	date:Sun,%2008%20Feb%202026%2015:42:47%20GMT	https://liberatoryai.datainfrastructures.org/category/ways-forward/	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/category/ways-forward/index.html	(from https://liberatoryai.datainfrastructures.org/)
10:42:49	88591/88591	---MCZ	200	added ('OK')	text/html	date:Sun,%2008%20Feb%202026%2015:42:49%20GMT	https://liberatoryai.datainfrastructures.org/corporate-ai-uses-troubling-benchmarks/	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/corporate-ai-uses-troubling-benchmarks/index.html	(from https://liberatoryai.datainfrastructures.org/)
10:42:49	83057/83057	---MCZ	200	added ('OK')	text/html	date:Sun,%2008%20Feb%202026%2015:42:49%20GMT	https://liberatoryai.datainfrastructures.org/corporate-ai-is-nowhere/	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/corporate-ai-is-nowhere/index.html	(from https://liberatoryai.datainfrastructures.org/)
10:42:50	3401/3401	---M--	200	added ('OK')	text/javascript	etag:%22d49-6450b9d7af793%22	https://liberatoryai.datainfrastructures.org/wp-includes/js/dist/script-modules/block-library/navigation/view.min.js?ver=b0f909c3ec791c383210	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-includes/js/dist/script-modules/block-library/navigation/view.min8016.js	(from https://liberatoryai.datainfrastructures.org/)
10:42:51	87982/87982	---MCZ	200	added ('OK')	text/html	date:Sun,%2008%20Feb%202026%2015:42:51%20GMT	https://liberatoryai.datainfrastructures.org/corporate-ai-is-bad-for-the-planet/	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/corporate-ai-is-bad-for-the-planet/index.html	(from https://liberatoryai.datainfrastructures.org/)
10:42:51	104744/104744	---MCZ	200	added ('OK')	text/html	date:Sun,%2008%20Feb%202026%2015:42:51%20GMT	https://liberatoryai.datainfrastructures.org/corporate-ai-threatens-democracy/	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/corporate-ai-threatens-democracy/index.html	(from https://liberatoryai.datainfrastructures.org/)
10:42:52	8890/8890	---M--	200	added ('OK')	text/javascript	etag:%2222ba-636ac26eefe7a%22	https://liberatoryai.datainfrastructures.org/wp-content/themes/islands/js/demo.js?ver=92034590	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-content/themes/islands/js/demo630c.js	(from https://liberatoryai.datainfrastructures.org/)
10:42:54	97181/97181	---MCZ	200	added ('OK')	text/html	date:Sun,%2008%20Feb%202026%2015:42:51%20GMT	https://liberatoryai.datainfrastructures.org/corporate-ai-is-built-by-exploited-laborers/	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/corporate-ai-is-built-by-exploited-laborers/index.html	(from https://liberatoryai.datainfrastructures.org/)
10:42:54	93122/93122	---MCZ	200	added ('OK')	text/html	date:Sun,%2008%20Feb%202026%2015:42:51%20GMT	https://liberatoryai.datainfrastructures.org/corporate-ai-is-colonialist/	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/corporate-ai-is-colonialist/index.html	(from https://liberatoryai.datainfrastructures.org/)
10:42:55	79207/79207	---MCZ	200	added ('OK')	text/html	date:Sun,%2008%20Feb%202026%2015:42:53%20GMT	https://liberatoryai.datainfrastructures.org/liberatory-ai-is-place-based/	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/liberatory-ai-is-place-based/index.html	(from https://liberatoryai.datainfrastructures.org/)
10:42:55	82407/82407	---MCZ	200	added ('OK')	text/html	date:Sun,%2008%20Feb%202026%2015:42:53%20GMT	https://liberatoryai.datainfrastructures.org/african-feminist-approaches-to-liberatory-ai/	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/african-feminist-approaches-to-liberatory-ai/index.html	(from https://liberatoryai.datainfrastructures.org/)
10:42:57	86000/86000	---MCZ	200	added ('OK')	text/html	date:Sun,%2008%20Feb%202026%2015:42:54%20GMT	https://liberatoryai.datainfrastructures.org/ai-must-be-built-under-humane-conditions/	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/ai-must-be-built-under-humane-conditions/index.html	(from https://liberatoryai.datainfrastructures.org/)
10:42:57	84380/84380	---MCZ	200	added ('OK')	text/html	date:Sun,%2008%20Feb%202026%2015:42:54%20GMT	https://liberatoryai.datainfrastructures.org/communities-decide-if-ai-is-working-for-them/	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/communities-decide-if-ai-is-working-for-them/index.html	(from https://liberatoryai.datainfrastructures.org/)
10:42:58	78160/78160	---MCZ	200	added ('OK')	text/html	date:Sun,%2008%20Feb%202026%2015:42:56%20GMT	https://liberatoryai.datainfrastructures.org/about/	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/about/index.html	(from https://liberatoryai.datainfrastructures.org/)
10:42:58	84233/84233	---MCZ	200	added ('OK')	text/html	date:Sun,%2008%20Feb%202026%2015:42:56%20GMT	https://liberatoryai.datainfrastructures.org/ai-can-work-in-harmony-with-the-environment/	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/ai-can-work-in-harmony-with-the-environment/index.html	(from https://liberatoryai.datainfrastructures.org/)
10:42:58	613884/613884	---M--	200	added ('OK')	image/png	etag:%2295dfc-63235a5afd4aa%22	https://liberatoryai.datainfrastructures.org/wp-content/themes/islands/images/felt-large.png	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-content/themes/islands/images/felt-large.png	(from https://liberatoryai.datainfrastructures.org/wp-content/themes/islands/style.css?ver=257885059)
10:42:58	80535/80535	---MCZ	200	added ('OK')	text/html	date:Sun,%2008%20Feb%202026%2015:42:58%20GMT	https://liberatoryai.datainfrastructures.org/contributors/	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/contributors/index.html	(from https://liberatoryai.datainfrastructures.org/)
10:42:59	75964/75964	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2008%20Feb%202026%2015:42:59%20GMT	https://liberatoryai.datainfrastructures.org/wp-content/themes/islands/grit.png	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-content/themes/islands/grit.png	(from https://liberatoryai.datainfrastructures.org/wp-content/themes/islands/style.css?ver=257885059)
10:43:00	68/68	---M--	200	added ('OK')	text/css	etag:%2244-6327248df88ff%22	https://liberatoryai.datainfrastructures.org/wp-content/plugins/svg-support/css/svgs-attachment.css?ver=369412250	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-content/plugins/svg-support/css/svgs-attachment9451.css	(from https://liberatoryai.datainfrastructures.org/category/corporate-ai-landscape/)
10:43:01	9765/9765	---M--	200	added ('OK')	text/css	etag:%222625-636ac26eefe7a%22	https://liberatoryai.datainfrastructures.org/wp-content/themes/islands/style.css?ver=220067963	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-content/themes/islands/style46e6.css	(from https://liberatoryai.datainfrastructures.org/category/corporate-ai-landscape/)
10:43:02	94301/94301	---MC-	200	added ('OK')	application/rss+xml	etag:%2287ba3bd6e3b2ea5449aa0c9b772770fd%22	https://liberatoryai.datainfrastructures.org/category/corporate-ai-landscape/feed/	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/category/corporate-ai-landscape/feed/index.html	(from https://liberatoryai.datainfrastructures.org/category/corporate-ai-landscape/)
10:43:02	2503/2503	---M--	200	added ('OK')	text/css	etag:%229c7-62f9aac1458bf%22	https://liberatoryai.datainfrastructures.org/wp-content/themes/twentytwentyfive/style.css?ver=90775020	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-content/themes/twentytwentyfive/style4ab0.css	(from https://liberatoryai.datainfrastructures.org/category/corporate-ai-landscape/)
10:43:03	2503/2503	---M--	200	added ('OK')	text/css	etag:%229c7-62f9aac1458bf%22	https://liberatoryai.datainfrastructures.org/wp-content/themes/twentytwentyfive/style.css?ver=409502120	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-content/themes/twentytwentyfive/style23f7.css	(from https://liberatoryai.datainfrastructures.org/category/corporate-ai-landscape/)
10:43:05	87553/87553	---M--	200	added ('OK')	text/javascript	etag:%2215601-603fed36a2e96%22	https://liberatoryai.datainfrastructures.org/wp-includes/js/jquery/jquery.min.js?ver=435534816	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-includes/js/jquery/jquery.min4164.js	(from https://liberatoryai.datainfrastructures.org/category/corporate-ai-landscape/)
10:43:05	13577/13577	---M--	200	added ('OK')	text/javascript	etag:%223509-5fdabee66f2c7%22	https://liberatoryai.datainfrastructures.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=57749518	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-includes/js/jquery/jquery-migrate.mine4d7.js	(from https://liberatoryai.datainfrastructures.org/category/corporate-ai-landscape/)
10:43:07	1165/1165	---MC-	200	added ('OK')	application/json	date:Sun,%2008%20Feb%202026%2015:43:06%20GMT	https://liberatoryai.datainfrastructures.org/wp-json/wp/v2/categories/6	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-json/wp/v2/categories/6.json	(from https://liberatoryai.datainfrastructures.org/category/corporate-ai-landscape/)
10:43:09	315600/315600	---M--	200	added ('OK')	image/png	etag:%224d0d0-633e0e356f52c%22	https://liberatoryai.datainfrastructures.org/wp-content/uploads/2025/04/250427LinAI__corporateAI5.png	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-content/uploads/2025/04/250427LinAI__corporateAI5.png	(from https://liberatoryai.datainfrastructures.org/category/corporate-ai-landscape/)
10:43:09	717857/717857	---M--	200	added ('OK')	image/png	etag:%22af421-633e0e83909c0%22	https://liberatoryai.datainfrastructures.org/wp-content/uploads/2025/04/250427LinAI__corporateAI2.png	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-content/uploads/2025/04/250427LinAI__corporateAI2.png	(from https://liberatoryai.datainfrastructures.org/category/corporate-ai-landscape/)
10:43:12	552052/552052	---M--	200	added ('OK')	image/png	etag:%2286c74-633e0e21d1c2d%22	https://liberatoryai.datainfrastructures.org/wp-content/uploads/2025/04/250427LinAI__corporateAI4.png	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-content/uploads/2025/04/250427LinAI__corporateAI4.png	(from https://liberatoryai.datainfrastructures.org/category/corporate-ai-landscape/)
10:43:12	433270/433270	---M--	200	added ('OK')	image/png	etag:%2269c76-633e0de0fbd91%22	https://liberatoryai.datainfrastructures.org/wp-content/uploads/2025/04/250427LinAI__corporateAI8.png	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-content/uploads/2025/04/250427LinAI__corporateAI8.png	(from https://liberatoryai.datainfrastructures.org/category/corporate-ai-landscape/)
10:43:12	647929/647929	---M--	200	added ('OK')	image/png	etag:%229e2f9-633e0e05d6907%22	https://liberatoryai.datainfrastructures.org/wp-content/uploads/2025/04/250427LinAI__corporateAI6.png	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-content/uploads/2025/04/250427LinAI__corporateAI6.png	(from https://liberatoryai.datainfrastructures.org/category/corporate-ai-landscape/)
10:43:13	8890/8890	---M--	200	added ('OK')	text/javascript	etag:%2222ba-636ac26eefe7a%22	https://liberatoryai.datainfrastructures.org/wp-content/themes/islands/js/demo.js?ver=331931359	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-content/themes/islands/js/demoa247.js	(from https://liberatoryai.datainfrastructures.org/category/corporate-ai-landscape/)
10:43:14	580426/580426	---M--	200	added ('OK')	image/png	etag:%228db4a-633e0db6c21c4%22	https://liberatoryai.datainfrastructures.org/wp-content/uploads/2025/04/250427LinAI__corporateAI7.png	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-content/uploads/2025/04/250427LinAI__corporateAI7.png	(from https://liberatoryai.datainfrastructures.org/category/corporate-ai-landscape/)
10:43:14	68/68	---M--	200	added ('OK')	text/css	etag:%2244-6327248df88ff%22	https://liberatoryai.datainfrastructures.org/wp-content/plugins/svg-support/css/svgs-attachment.css?ver=242375655	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-content/plugins/svg-support/css/svgs-attachment200b.css	(from https://liberatoryai.datainfrastructures.org/category/dead-ends/)
10:43:15	9765/9765	---M--	200	added ('OK')	text/css	etag:%222625-636ac26eefe7a%22	https://liberatoryai.datainfrastructures.org/wp-content/themes/islands/style.css?ver=191050787	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-content/themes/islands/style32c0.css	(from https://liberatoryai.datainfrastructures.org/category/dead-ends/)
10:43:16	2503/2503	---M--	200	added ('OK')	text/css	etag:%229c7-62f9aac1458bf%22	https://liberatoryai.datainfrastructures.org/wp-content/themes/twentytwentyfive/style.css?ver=337181966	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-content/themes/twentytwentyfive/stylef3c3.css	(from https://liberatoryai.datainfrastructures.org/category/dead-ends/)
10:43:17	921/921	---MC-	200	added ('OK')	application/rss+xml	etag:%2287ba3bd6e3b2ea5449aa0c9b772770fd%22	https://liberatoryai.datainfrastructures.org/category/dead-ends/feed/	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/category/dead-ends/feed/index.html	(from https://liberatoryai.datainfrastructures.org/category/dead-ends/)
10:43:17	2503/2503	---M--	200	added ('OK')	text/css	etag:%229c7-62f9aac1458bf%22	https://liberatoryai.datainfrastructures.org/wp-content/themes/twentytwentyfive/style.css?ver=73931158	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-content/themes/twentytwentyfive/style3d54.css	(from https://liberatoryai.datainfrastructures.org/category/dead-ends/)
10:43:19	87553/87553	---M--	200	added ('OK')	text/javascript	etag:%2215601-603fed36a2e96%22	https://liberatoryai.datainfrastructures.org/wp-includes/js/jquery/jquery.min.js?ver=99226978	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-includes/js/jquery/jquery.min1bc8.js	(from https://liberatoryai.datainfrastructures.org/category/dead-ends/)
10:43:19	13577/13577	---M--	200	added ('OK')	text/javascript	etag:%223509-5fdabee66f2c7%22	https://liberatoryai.datainfrastructures.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=140580810	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-includes/js/jquery/jquery-migrate.minb96b.js	(from https://liberatoryai.datainfrastructures.org/category/dead-ends/)
10:43:21	8890/8890	---M--	200	added ('OK')	text/javascript	etag:%2222ba-636ac26eefe7a%22	https://liberatoryai.datainfrastructures.org/wp-content/themes/islands/js/demo.js?ver=213458115	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-content/themes/islands/js/democ392.js	(from https://liberatoryai.datainfrastructures.org/category/dead-ends/)
10:43:21	1129/1129	---MC-	200	added ('OK')	application/json	date:Sun,%2008%20Feb%202026%2015:43:20%20GMT	https://liberatoryai.datainfrastructures.org/wp-json/wp/v2/categories/9	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-json/wp/v2/categories/9.json	(from https://liberatoryai.datainfrastructures.org/category/dead-ends/)
10:43:22	68/68	---M--	200	added ('OK')	text/css	etag:%2244-6327248df88ff%22	https://liberatoryai.datainfrastructures.org/wp-content/plugins/svg-support/css/svgs-attachment.css?ver=167404934	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-content/plugins/svg-support/css/svgs-attachment95fe.css	(from https://liberatoryai.datainfrastructures.org/category/ways-forward/)
10:43:23	9765/9765	---M--	200	added ('OK')	text/css	etag:%222625-636ac26eefe7a%22	https://liberatoryai.datainfrastructures.org/wp-content/themes/islands/style.css?ver=506250419	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-content/themes/islands/styleb2cb.css	(from https://liberatoryai.datainfrastructures.org/category/ways-forward/)
10:43:24	38795/38795	---MC-	200	added ('OK')	application/rss+xml	etag:%2287ba3bd6e3b2ea5449aa0c9b772770fd%22	https://liberatoryai.datainfrastructures.org/category/ways-forward/feed/	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/category/ways-forward/feed/index.html	(from https://liberatoryai.datainfrastructures.org/category/ways-forward/)
10:43:24	2503/2503	---M--	200	added ('OK')	text/css	etag:%229c7-62f9aac1458bf%22	https://liberatoryai.datainfrastructures.org/wp-content/themes/twentytwentyfive/style.css?ver=341965419	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-content/themes/twentytwentyfive/style2fe9.css	(from https://liberatoryai.datainfrastructures.org/category/ways-forward/)
10:43:25	2503/2503	---M--	200	added ('OK')	text/css	etag:%229c7-62f9aac1458bf%22	https://liberatoryai.datainfrastructures.org/wp-content/themes/twentytwentyfive/style.css?ver=472480054	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-content/themes/twentytwentyfive/style94e5.css	(from https://liberatoryai.datainfrastructures.org/category/ways-forward/)
10:43:27	87553/87553	---M--	200	added ('OK')	text/javascript	etag:%2215601-603fed36a2e96%22	https://liberatoryai.datainfrastructures.org/wp-includes/js/jquery/jquery.min.js?ver=261096550	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-includes/js/jquery/jquery.min4e88.js	(from https://liberatoryai.datainfrastructures.org/category/ways-forward/)
10:43:27	13577/13577	---M--	200	added ('OK')	text/javascript	etag:%223509-5fdabee66f2c7%22	https://liberatoryai.datainfrastructures.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=321122825	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-includes/js/jquery/jquery-migrate.minae5a.js	(from https://liberatoryai.datainfrastructures.org/category/ways-forward/)
10:43:29	976/976	---MC-	200	added ('OK')	application/json	date:Sun,%2008%20Feb%202026%2015:43:28%20GMT	https://liberatoryai.datainfrastructures.org/wp-json/wp/v2/categories/10	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-json/wp/v2/categories/10.json	(from https://liberatoryai.datainfrastructures.org/category/ways-forward/)
10:43:31	374088/374088	---M--	200	added ('OK')	image/png	etag:%225b548-633e11a76afef%22	https://liberatoryai.datainfrastructures.org/wp-content/uploads/2025/04/250427LinAI__waysForward3.png	/Users/zhzhou/Desktop/liberatoryai_fullsite/liberatoryai.datainfrastructures.org/wp-content/uploads/2025/04/250427LinAI__waysForward3.png	(from https://liberatoryai.datainfrastructures.org/category/ways-forward/)
